TotalTime,PictureClicks,PictureTime,PictureDwelling,SummaryClicks,SummaryTime,SummaryDwelling,DescriptionClicks,DescriptionTime,DescriptionDwelling,ReviewClicks,ReviewTime,ReviewDwelling,Return
36147,0,28774,21479,2,10089,368,0,19947,10710,8,7696,7696,0
19057,1,14920,5009,6,28102,28102,2,7216,2883,1,11932,5834,1
60095,5,9416,9416,3,10887,5073,3,19501,17273,8,12227,11392,0
66535,4,13057,13057,3,15132,6583,2,11503,4101,11,17683,17683,0
12918,3,9945,9945,4,26908,26908,2,9853,1691,2,1702,1702,1
46037,3,11294,8576,2,10500,8778,2,16144,16144,7,28179,18683,0
36629,5,18616,18616,3,26126,7497,2,16069,5573,6,26605,26605,0
12512,5,15969,550,6,22217,7289,0,15322,7658,15,28146,5839,1
12484,3,17338,9455,5,7757,7757,1,375,375,0,16856,801,1
22865,0,6381,357,4,25625,25625,1,6549,2654,1,8066,1517,1
7071,3,5799,5799,6,10091,8415,2,14108,2363,3,2155,2155,1
36719,1,19557,3308,3,17401,14977,1,11702,658,0,5459,770,1
39893,0,16630,3463,6,18243,13059,2,7418,1891,2,752,752,1
42396,5,23698,15059,3,16993,5523,2,17636,13279,10,14641,14641,0
59998,3,16557,16290,2,20661,7737,2,12178,7331,8,21958,13031,0
56492,4,8732,6699,3,13192,4299,1,13546,13546,12,11832,7662,0
39782,5,15897,15897,2,12497,9221,3,19109,7852,12,7002,7002,0
21035,4,613,613,3,19027,11526,0,2349,2349,2,5565,126,1
4458,1,3378,3378,3,16759,1186,2,10370,1398,0,7365,2503,1
24801,3,29220,25476,2,22173,7586,2,17596,7945,14,24660,24660,0
50481,5,13912,11643,2,5164,5164,2,13657,13657,13,15813,15813,0
64891,3,6203,6203,2,14094,8619,3,14179,11696,12,5159,5159,0
33972,3,14372,14372,2,12803,8371,1,10404,10404,11,24812,8470,0
43938,5,3875,3875,5,5970,5970,0,6097,6097,15,26220,5788,0
11426,4,5173,5173,5,11398,670,2,14540,6164,3,4767,4767,1
79091,4,22556,14830,2,23506,7163,3,11520,11520,9,11070,11070,0
19127,5,29855,9943,2,10794,3739,0,18480,17164,8,26740,7858,1
52428,1,17424,4492,1,29581,9365,2,17040,16029,14,2479,2479,1
42526,4,21487,14722,3,8190,8190,1,17209,13572,6,11145,8782,0
40446,3,3334,1774,3,19579,16465,2,333,333,2,7492,5459,1
30445,1,6017,6017,6,28887,28887,2,848,848,1,11058,284,1
68389,4,25541,6558,3,24320,9719,1,8180,8180,6,25360,6440,0
60680,3,23305,13261,3,11572,8293,2,6966,6966,10,9083,9083,0
23097,0,10583,5182,3,13246,13246,2,5462,5462,0,7348,4253,1
55297,4,19524,19524,2,9974,3407,2,8510,8510,11,29650,23266,0
25829,1,10546,4657,3,9389,9389,1,5573,3259,0,10919,5680,1
27034,4,11584,11584,2,28045,5381,1,8391,5720,7,11095,11095,0
10591,0,19778,10383,3,28808,28808,0,9917,2896,2,5488,5488,1
39239,0,2760,185,1,20357,7439,1,5668,5668,13,10628,8515,0
44722,1,29539,27080,5,11088,8623,1,9208,9208,0,3922,3922,0
25685,3,19469,5970,6,20736,20736,0,152,152,1,15963,4466,1
37927,5,11418,11418,2,20936,8122,3,11417,11417,6,23119,23119,0
48221,0,26843,22554,6,5636,3477,3,18658,8255,9,3594,3594,0
56908,3,12647,10909,2,7658,6583,3,8687,8687,14,19265,8705,0
34624,5,11201,11201,2,11952,5031,2,18752,14051,8,27173,7530,0
69136,4,16873,16873,3,27784,6949,2,18810,14601,15,8329,4918,0
46427,4,10432,10432,3,18587,3512,2,19597,7505,9,5312,5312,0
34027,1,15897,12198,5,6977,4948,0,14782,1437,3,15034,9544,1
45052,3,8402,7242,2,29425,6091,2,13313,8869,9,17141,17141,0
13627,0,27780,25423,1,25768,4314,1,15424,8134,10,27662,1644,0
71362,3,17996,15769,2,5561,3372,2,13033,13033,6,13856,11552,0
10566,0,9273,3415,4,11147,11147,1,12091,8296,3,8005,5520,1
6943,0,10720,10720,3,18584,8238,1,5843,2018,1,8943,4228,1
30415,4,4650,4650,3,6068,5041,1,8940,3450,2,3083,35,1
31379,1,11529,5071,6,7339,595,1,3030,497,0,6126,4377,1
53215,3,25471,22224,2,21210,5715,1,14241,7567,4,22441,14626,0
43180,4,11176,11176,6,28948,28948,1,11596,5575,3,15201,915,1
38303,3,17698,8829,2,5853,5853,1,16434,7149,4,23137,19125,0
70512,5,20607,18714,3,24390,4871,0,15341,12645,1,18484,16400,0
63283,4,25535,5289,3,26462,3919,1,19827,4909,8,22635,8339,0
38322,3,11866,346,4,26212,26212,0,7762,1946,1,11017,4298,1
41770,5,6110,6110,3,22698,8099,3,13595,10913,11,29922,14766,0
33447,4,13079,10391,2,12622,6254,2,5630,5630,12,19765,5032,0
42582,3,18709,10794,6,8620,8620,2,7134,7134,3,10160,2332,1
36365,1,17882,11296,5,27478,27478,2,4657,4657,0,3851,3851,1
40144,3,19030,19030,3,15453,9105,2,19822,16509,10,21922,21922,0
15207,2,5874,5874,3,25433,25433,1,14663,4811,2,11829,1558,1
37071,1,12391,10486,4,16228,16228,0,14576,9635,3,2335,2335,1
16581,3,12877,12877,4,28340,28340,0,2001,2001,3,16452,2809,1
35999,1,3271,3271,6,28611,5148,5,10485,8910,2,26335,1484,0
45574,4,17365,17365,3,9347,6982,3,6954,6954,3,7199,7199,0
25207,4,23696,16922,6,27783,2698,1,12327,12327,0,3173,3173,1
62443,4,16071,16071,3,25112,7649,3,17900,16823,6,15490,7432,0
33110,4,8609,8609,3,11248,9611,1,5739,5739,12,16320,16320,0
32678,4,12855,12855,2,16726,8484,1,12751,12751,14,19360,19360,0
32774,5,29011,6467,2,24031,3967,1,13304,9061,10,16698,6830,0
33343,2,10347,6585,5,6831,913,0,470,470,1,8764,5271,1
31320,5,13906,6128,3,5875,5797,1,17247,5882,12,22870,16761,0
36177,5,8088,8088,2,24194,7453,2,12816,7496,3,20968,15013,0
33823,3,13736,13736,3,20225,6155,3,7964,7964,10,24709,24709,0
23080,3,17083,1488,4,28367,28367,0,9225,410,1,8528,7977,1
5876,3,16439,6948,1,11129,9756,4,16735,5943,15,10052,5634,1
32902,0,7612,7612,4,17256,6124,0,3676,3676,1,10618,1898,1
7754,2,3844,3844,4,13134,8253,2,128,128,3,9989,3048,1
24317,5,16207,16207,2,28238,3214,2,18968,7907,14,18978,18978,0
44294,5,13643,10893,2,15760,3965,1,9757,9757,4,29279,5292,0
20196,3,7898,3574,6,7529,1360,1,231,231,0,11446,8796,1
64338,3,19245,7372,3,6481,4504,1,14615,4872,15,28767,22168,0
72896,5,29763,14889,3,26509,7855,1,17159,7128,15,18353,18026,0
23926,2,567,567,4,15643,9021,1,13455,1222,1,2492,2492,1
47758,5,7271,7271,0,26661,408,2,14376,4031,5,24387,19474,0
44692,3,11614,11614,2,8309,7635,1,8555,4933,8,13106,7021,0
44444,5,20309,20309,2,5316,4909,1,10185,10185,5,17472,17472,0
28497,5,19571,19571,2,26913,9192,3,11919,11919,11,18233,18233,0
68609,3,5312,5312,2,15122,9172,2,12739,12638,9,25323,6676,0
46178,4,29910,10280,2,25357,7668,3,12405,11618,3,13136,13136,0
42099,5,8754,8754,3,6291,4794,1,9574,9574,13,14735,7490,0
36155,3,17295,5330,3,21492,5314,2,14631,11486,13,6463,6463,0
23791,1,5454,5454,5,21402,21402,2,11325,4658,1,17637,4173,1
41533,4,10930,3291,5,18771,12148,0,4305,4305,0,12566,6378,1
68105,5,9253,6037,3,26167,9993,1,14653,13426,5,21172,21172,0
52658,5,27237,10242,3,11273,3631,1,10036,10036,4,7044,7044,0
49531,5,11127,11127,2,27221,6736,3,7122,7122,15,23596,4205,0
18027,4,14328,14328,5,22930,22930,2,13816,9156,3,15416,2280,1
28281,3,6210,6210,5,5856,798,1,8502,7209,2,19539,2382,1
8036,3,10774,3515,6,14502,2145,0,5801,4546,2,801,801,1
54024,5,16854,16854,2,23452,8131,1,5194,5194,12,8697,8697,0
43176,4,13904,5850,2,6466,5561,1,12132,10960,10,11451,6939,0
22782,1,5465,5465,3,17352,14925,2,762,762,2,2949,2949,1
49875,4,12535,12411,2,11684,7524,3,14410,6948,10,9490,5948,0
62720,4,22360,8597,2,13245,9207,3,17379,6175,6,11492,11492,0
44616,0,26053,21565,3,24324,7228,2,14904,13149,4,5622,5622,1
55165,5,16727,12702,2,27384,9074,3,4200,4200,13,22128,16324,0
21133,5,25152,25152,2,11908,3220,3,12972,12972,8,28250,7462,0
29408,1,12964,12964,5,10186,415,2,14485,8078,2,10660,2532,1
40279,5,12834,12834,3,8680,8680,2,13317,9218,14,26936,18083,0
60429,3,29304,5036,2,9034,6014,2,5244,5244,5,21614,11357,0
29433,4,10850,10639,2,19197,5156,1,8446,8446,2,8947,7890,0
75849,3,11136,11136,2,22032,6147,2,10773,10773,8,24606,16104,0
5655,2,5352,5352,5,8628,1786,1,7320,7020,0,10540,9076,1
4731,2,18052,14347,4,21557,21557,0,11092,7857,3,3373,3373,1
35000,3,26197,21205,3,8454,8454,1,13031,13031,6,20926,17744,0
28619,4,19409,898,5,8673,6899,1,4909,864,0,17864,7401,1
18503,2,16460,16460,3,10957,10957,0,7324,1505,2,13139,5786,1
13765,1,3928,3928,4,17728,17728,0,5400,5400,3,15784,2356,1
21368,2,3587,3386,6,14593,6695,1,2072,2072,1,13311,516,1
29226,1,19518,1089,4,16407,2235,2,4302,4302,3,17259,2764,1
22748,4,21231,21231,2,13032,7545,3,15996,13433,7,29495,13252,0
34098,3,28258,19661,2,25625,7812,3,14357,13241,8,25557,15645,0
43546,0,12279,12279,3,25881,25881,1,2998,2998,3,10812,9717,1
12655,2,16151,16151,3,21746,21746,2,3842,582,1,14808,8101,1
61634,3,26514,7057,3,28523,8002,1,18431,14662,14,27067,27067,0
31592,2,649,649,5,14827,8752,1,5679,5679,2,16541,4703,1
50061,5,19206,11700,2,16153,8412,3,6430,6214,13,9437,9437,0
67385,3,11744,11744,3,23522,3188,2,17721,7269,4,8172,8172,0
17458,5,16494,2826,4,17287,2639,1,15256,15256,5,5244,5244,1
41122,4,24267,22667,2,28560,7688,1,14988,5826,11,27824,11674,0
42704,4,12508,12508,2,14611,8159,2,17263,17263,8,25844,5926,0
27255,3,8733,8733,3,28929,28929,1,11958,5335,0,14036,4118,1
475,3,20394,14181,1,28664,6136,4,16340,1430,3,20130,19573,0
40324,4,21413,21413,3,14106,8149,2,17188,7699,4,15757,15757,0
69752,0,7134,4470,3,26729,9780,1,12597,9548,0,18129,18129,1
49654,5,12,12,3,29742,1739,3,1188,1188,10,25483,4660,1
66098,1,22123,6359,1,14447,8963,4,5502,5502,2,3286,3286,1
63141,4,23867,7509,3,13946,9076,2,4825,4825,6,13113,13113,0
32199,4,18192,18192,2,24885,3688,3,7281,5073,6,17506,9692,0
26686,3,13461,13461,3,8494,4124,2,10150,6960,0,14335,5328,1
12339,1,673,673,6,24903,24903,0,11451,229,0,377,377,1
69504,3,17334,6527,3,21411,4618,1,9400,8547,9,10697,10697,0
13487,4,7768,1458,6,16530,16530,0,1557,1557,0,613,613,1
42448,4,20880,20880,1,23064,1146,0,10511,10511,15,4624,4624,0
29461,0,10596,1424,0,24130,5562,1,18146,7288,8,17393,9372,0
43699,4,18107,13514,3,5297,5297,0,6491,635,1,663,663,1
64564,5,14123,1135,5,17163,1196,4,11685,7258,4,21270,9153,0
54773,0,28748,25578,1,15639,4482,4,3310,3310,13,24982,22813,1
30699,1,17520,4003,2,26129,2734,1,11536,213,1,11511,11511,0
44789,4,19445,4932,4,11637,920,2,13258,2845,2,19740,1856,1
49724,4,19798,12723,2,29501,6214,2,14333,14333,3,24835,23447,0
74435,5,29387,17810,2,12279,9329,3,16587,7756,13,5751,5751,0
25160,1,17102,8571,6,27936,27936,1,10694,8921,0,847,847,1
70470,5,6474,6474,3,15682,7383,1,15286,7603,7,10500,6127,0
19916,2,9242,9242,3,12086,430,2,1120,1120,2,10101,9034,1
75425,5,10808,10808,3,17105,4572,3,4244,4244,8,19075,19075,0
34093,3,4973,4973,4,28086,28086,2,11870,7275,2,16611,2133,1
34023,3,6473,6473,2,27939,8653,2,19869,14784,7,10904,10904,0
39882,5,12041,12041,2,12367,9503,2,16051,9433,7,17774,6288,0
52443,3,2347,2347,4,14430,542,3,2405,2405,15,25102,2175,0
50780,3,7743,7743,3,11353,9068,3,14219,14219,6,29272,8043,0
65101,3,25979,10799,2,20724,8266,2,12187,12187,12,26752,15358,0
40702,1,14401,6641,3,13014,13014,1,13985,9177,1,7930,7930,1
51556,0,15637,6395,5,18107,5255,5,19549,16736,3,11745,11745,0
69852,4,18667,18667,2,26364,6515,1,19577,7039,7,26428,22951,0
41218,0,18608,18238,3,22056,22056,1,10191,3175,1,8283,5635,1
14229,0,10154,7472,6,7599,112,0,17624,13813,14,27782,14109,1
28262,4,8960,8960,6,25767,25767,2,9772,6785,0,14573,3610,1
25097,3,15474,15474,2,17520,5829,2,10769,10769,2,23789,23789,0
59692,3,23798,17601,3,27031,3468,2,14242,10296,15,28133,26209,0
8091,5,20046,20046,0,5108,5108,3,16238,16238,1,14604,14604,1
6817,0,10796,10796,4,19299,19299,1,14979,6620,3,9919,8005,1
42389,5,17898,15895,2,10704,8612,2,5885,5885,13,13552,12284,0
71520,5,24335,24335,6,8737,8737,5,13869,8286,4,28067,3848,0
2998,4,26721,3497,1,13525,5107,1,19764,8197,8,27151,8234,0
22348,3,778,131,5,9279,9279,1,3099,3099,3,1454,1454,1
25403,3,8684,8684,3,21001,6163,2,17963,15667,7,10736,7657,0
14458,2,1355,1355,4,28762,28762,2,2811,2811,2,16669,3909,1
27357,3,21129,5067,2,13684,8951,1,13555,13555,4,20501,17711,0
38327,4,9652,6661,2,20354,6985,3,19425,17324,5,21869,17752,0
17042,5,20093,6284,4,7637,2415,2,8635,8635,0,4185,4185,1
63612,4,5983,5983,2,17225,9245,2,9877,9877,6,21344,15323,0
35945,1,1821,1821,5,16119,16119,0,11392,6104,2,7663,7663,1
24546,0,5019,5019,6,10125,4779,2,12996,3293,2,17473,804,1
77035,1,29018,5227,3,29025,5748,5,3625,3625,11,22717,12003,1
41990,5,19359,8235,3,10087,5645,2,13616,13616,5,25976,6302,0
8036,1,11728,9547,4,29441,29441,0,2425,1941,0,11425,8039,1
45962,4,22095,22095,2,24445,3440,3,13386,8775,4,29153,15531,0
42315,4,13521,13521,2,22273,6092,1,17346,11713,13,12339,12339,0
32764,4,16188,14925,6,28010,28010,1,5686,5686,0,13504,4134,1
21075,4,3350,3350,6,8776,8776,1,14187,5736,0,15884,425,1
42857,3,8144,8144,5,25534,25534,2,816,816,0,15479,8413,1
35015,2,18627,16852,5,16561,1235,1,2245,1679,2,13917,4848,1
37474,3,8334,5196,5,15093,3175,1,4820,4820,3,6461,1926,1
23387,5,21332,21332,2,25702,5195,2,14979,5883,11,16810,16810,0
36869,3,17351,17351,3,19094,7735,3,6421,5092,8,20905,14743,0
34732,1,15285,8114,5,24585,24585,2,11179,6055,0,17458,3599,1
3473,3,8006,8006,3,10757,9304,2,3936,3936,1,13458,301,1
5090,1,13458,8258,4,23415,23415,1,14673,135,3,9116,6858,1
38450,3,83,83,0,23210,2514,5,5600,5600,8,4131,4131,1
55762,4,20535,10848,0,2520,2520,1,499,499,6,9473,9473,0
33991,5,19992,19992,4,7163,2489,4,6330,6330,14,9597,910,0
32700,2,430,430,3,10138,3638,1,9517,8950,0,6392,6392,1
34896,5,20451,10488,3,10694,5045,2,16310,5032,3,10862,10148,0
22538,0,18732,9400,3,16674,9895,1,12013,7839,2,6026,6026,1
77980,4,13548,13548,3,17676,5056,1,6996,6212,5,28329,6343,0
30003,3,5020,5020,3,10997,9440,3,16373,11754,11,19167,13217,0
65758,0,15591,10938,4,13069,860,1,19285,10127,2,9918,9918,1
18745,0,18796,10826,4,19598,6080,1,13054,5234,2,19919,6807,1
16974,4,13627,13627,6,22098,22098,0,2715,2715,2,17077,2074,1
24400,2,14972,14972,4,21687,21687,2,4382,4382,3,762,762,1
32367,2,11913,9753,6,18147,18147,2,12101,8018,0,19274,9095,1
25118,0,12159,12159,2,8741,8741,2,14335,14335,11,2460,2460,1
28982,2,14066,14066,4,12582,10388,1,9846,6545,3,19464,531,1
22554,2,18962,8523,6,2358,342,0,10237,7123,3,17281,6914,1
41075,1,17758,17733,6,19103,19103,0,1990,1990,3,18874,1961,1
62692,3,12318,12318,3,11696,8010,1,7569,7569,11,16505,8802,0
39903,2,4574,4574,4,14889,7221,0,8139,8114,1,2384,2384,1
33713,4,13547,13547,2,7847,3481,1,13386,13386,4,14405,13226,0
38575,3,10648,10648,2,28594,8536,3,13081,4394,11,7063,7063,0
8690,2,4245,4245,4,19627,19627,1,5094,5094,3,7633,2463,1
37596,0,8243,8243,4,18350,18350,2,14073,2747,3,14196,5291,1
64332,3,14439,14439,3,14190,9928,2,10151,10151,9,24444,19241,0
33339,2,19118,5613,4,14180,2539,1,11850,1867,3,7877,5451,1
40021,2,916,891,6,26519,26519,2,5426,1543,3,11352,5103,1
61397,3,25645,19167,0,14889,1250,5,10645,10645,1,16757,16757,0
36370,5,19585,19585,2,10860,5223,2,8861,8861,13,16411,11274,0
58744,3,5209,5209,2,17346,6854,2,18141,11057,15,10825,10825,0
34547,0,2452,2452,3,4930,2916,0,10580,7690,1,9703,5229,1
48855,0,26795,23743,4,16085,1062,2,14749,5376,14,17621,12142,1
74235,5,6940,6940,3,28529,9193,2,14709,11583,12,25214,9521,0
36345,4,19132,8848,2,20599,8601,3,17470,11860,3,4891,4891,0
4442,2,19281,6993,5,29464,29464,2,2586,2586,1,4935,4935,1
49273,5,29470,7050,2,19841,7716,3,8137,8137,7,5876,5876,0
19936,0,12098,12098,4,13294,13294,1,1178,416,3,17484,5817,1
30381,2,12336,12336,6,6333,2896,0,11077,8318,0,12659,1948,1
52173,2,17368,10947,2,15471,6857,4,1395,1395,6,4998,4998,0
4393,2,22610,22150,1,21326,2720,2,16754,7127,14,27014,27014,0
17259,0,17200,17200,5,23617,23617,1,10363,5953,0,16126,5314,1
42028,5,28717,23665,3,12978,8234,2,11758,9713,6,9802,9802,0
20362,4,6614,6614,3,5767,5767,1,5544,5544,6,5588,5588,0
37481,2,18650,13232,6,11846,11846,1,7169,537,1,2605,2605,1
24582,4,17821,9650,3,26253,26253,0,225,225,0,14674,9786,1
38228,5,19008,5632,3,11858,7061,2,12402,12402,10,5631,5631,0
7614,2,15074,11394,4,19270,3276,4,9951,6132,4,20250,15311,0
59300,4,22131,22131,3,25318,3742,2,12368,11079,13,4451,4451,0
31148,2,5901,5901,4,26739,26739,2,13635,1110,0,18978,3899,1
35171,4,4366,2145,2,19015,2875,1,7667,7667,5,5137,5137,0
27738,4,8649,8649,2,9583,7350,1,15865,15865,15,9522,9522,0
54532,1,14107,14107,1,27230,9015,4,5829,5829,2,18058,18058,0
40091,0,16668,5321,5,27483,27483,0,5890,5890,3,8166,7151,1
68135,5,13457,8160,3,25623,7209,1,16403,11132,3,19916,15352,0
25576,3,20289,10873,3,28870,3111,2,12114,12114,2,29501,9990,0
17156,4,2130,2130,5,17589,8367,0,17503,3513,2,550,550,0
77505,4,18386,13622,2,21793,3256,1,19141,11443,6,11686,11686,0
52653,3,19133,15524,3,18593,5364,1,10626,10626,6,27967,20273,0
24791,2,4565,4565,5,16151,16151,2,9584,8881,3,4101,4101,1
38586,5,15429,15429,2,23115,3708,3,10773,7236,9,10544,10544,0
31858,3,17764,17764,5,10523,455,0,6080,6080,3,4056,4056,1
27755,1,17112,11161,5,28515,28515,0,5279,5279,0,5635,5635,1
76233,4,18780,14886,3,17844,7448,1,5101,5101,2,9795,9795,0
21409,4,14513,14513,6,27960,27960,0,2982,2982,0,14228,6898,1
41191,3,29028,8310,2,17618,8244,1,5579,5579,14,15411,15411,0
43201,0,836,836,4,13493,12814,1,8584,4642,0,3142,2271,1
42229,3,13505,13505,2,21927,6173,3,7008,7008,6,26161,21236,0
28479,0,9862,9862,4,12336,3986,2,4723,4723,1,3576,1087,1
18332,5,21111,16236,3,7331,6926,3,3598,3598,9,461,461,0
22878,5,29040,6170,2,16821,3784,1,14235,6262,14,11290,11290,0
27328,3,18901,6153,4,29807,29807,1,3093,222,1,7004,839,1
44038,3,15979,15979,2,21879,4593,1,16637,10372,9,28274,18650,0
48999,5,10659,10659,5,19820,2411,1,15535,1706,13,22835,22321,0
6662,4,14099,14099,4,15374,3511,0,13226,4737,0,1768,1230,1
69076,4,17120,11514,2,21564,8841,3,10981,10981,2,26154,24775,0
26507,0,14508,4551,4,27629,27629,1,6155,6155,0,13580,2689,1
25368,4,14078,8817,6,12380,4822,3,3462,3462,10,28259,28259,1
70372,5,28820,21935,3,26428,9191,1,15715,9147,6,10663,9160,0
48603,5,19066,2094,3,20193,3890,0,19312,596,10,23925,20353,1
10868,1,19652,8192,5,27606,27606,2,1755,1755,0,11471,1469,1
14794,0,3275,3275,3,26693,26693,1,14172,3854,3,2557,2557,1
5910,0,14560,7695,3,11258,11258,0,3811,3811,1,8932,1474,1
31304,3,14568,6884,2,29836,8851,1,9897,9897,10,21998,21765,0
20909,0,18831,18191,5,18575,12039,0,8391,7584,0,4282,4282,1
27822,2,11683,11683,6,6363,6363,0,13002,1654,3,14603,816,1
28331,2,16870,13792,4,26676,26676,1,67,67,2,16702,6576,1
21017,5,26227,12388,2,10001,7826,1,10230,10118,12,16361,4614,0
13156,4,9264,2025,0,11273,8586,3,12639,11006,0,6488,6488,0
10122,2,22421,22421,0,6654,2155,4,17513,14562,6,24775,16114,0
20729,2,18885,3542,3,26623,26623,1,3620,3620,3,12958,5725,1
36962,1,4997,4997,5,26997,3145,5,3390,3390,15,4228,4228,1
25920,2,24777,12782,3,25368,6081,5,19220,5628,10,3905,3905,1
25627,2,10291,10291,3,19335,19335,1,8500,5220,2,15343,7338,1
6487,2,4628,4628,5,27121,27121,1,4164,4164,0,17235,7323,1
45365,5,23654,11052,3,13565,5634,3,15654,15416,14,21237,21237,0
70726,3,18396,14002,3,20417,4107,2,19390,10822,11,27780,19224,0
68687,3,13671,13671,2,17326,8557,3,19299,11169,15,21873,11094,0
35158,0,6633,6633,3,17966,9928,0,1465,1465,3,15982,3657,1
14929,1,2455,2455,3,14445,14445,0,7773,1931,0,16460,7467,1
48869,3,9685,9685,2,12892,3464,3,18410,15561,2,21393,6264,0
43242,1,4284,4284,5,14218,4151,0,13707,9488,1,4054,4054,1
36107,2,19585,18328,2,5913,2375,5,9052,9052,12,2398,2398,1
38777,5,1734,1734,5,6644,5736,2,15048,4315,12,11591,11591,0
51174,5,16978,1340,2,6648,4811,4,9101,7609,11,6432,6432,1
22406,1,16538,16538,6,14008,2881,1,3867,3867,0,10903,7055,1
29937,0,13078,13078,4,22451,9100,1,5940,5940,0,3897,3897,1
72751,3,13255,10304,2,8003,6894,3,6212,6212,4,14256,14256,0
4028,2,11323,11323,3,7133,7133,2,7289,7289,3,6322,6322,1
20251,4,13355,13355,2,17988,9122,3,19980,18242,6,27084,23346,0
21248,5,25842,8003,3,12592,8478,1,17063,9794,13,15108,6892,0
1684,0,1014,1014,3,6533,6533,0,12657,10262,7,24295,6779,0
22401,4,2518,2518,5,8666,8666,2,14229,1642,3,10637,4115,1
40530,2,16389,16389,5,27328,27328,1,9943,6269,3,329,329,1
40113,0,15110,15110,5,26970,26970,0,14839,1945,0,8882,2809,1
29320,5,20837,20837,3,21294,5599,1,18527,7139,4,15563,11719,0
74023,4,17775,5638,2,28561,7712,1,8289,8289,6,21906,21906,0
57152,5,27157,27157,3,5304,5304,2,19029,5200,5,24602,24602,0
16804,0,14633,14633,3,27058,27058,0,9071,2657,1,16587,9104,1
19741,1,7398,7398,5,19004,7550,0,4352,4352,1,6980,1787,1
39830,3,16076,12667,2,18457,6713,3,4886,4886,10,16280,11844,0
52391,5,25267,11813,2,22545,8215,3,19413,5764,13,28728,26656,0
76301,5,11350,11350,1,5169,4984,4,15158,9988,5,17807,17807,0
1860,4,12431,10362,2,9795,6635,5,15737,8341,5,7388,7388,0
36379,2,19940,10041,5,27754,27754,1,8169,7935,1,4980,771,1
75587,5,8675,8675,3,15148,4089,3,18031,16792,11,9378,9378,0
56550,5,10560,10560,2,11441,8388,2,13336,5129,12,12593,12593,0
62202,4,7241,7241,3,26537,9515,4,2657,2657,12,27843,8382,0
33271,4,18426,13689,3,28102,5392,1,13659,13659,15,25866,10632,0
32202,3,8952,8952,3,25242,7395,2,11207,11207,3,13844,13844,0
43638,2,15190,2184,5,21989,21989,2,12403,3855,1,16880,9675,1
27754,2,7274,3474,4,6440,6440,1,12993,5394,0,5066,1090,1
35915,0,2651,1786,5,16561,15984,0,13627,774,3,15831,4610,1
17674,3,10987,10987,5,4459,3085,2,4925,4925,0,12540,3815,1
30811,0,7614,7614,6,17338,7839,0,13336,4165,3,13053,92,1
76473,3,19079,13581,3,13095,9416,1,18014,6155,11,4311,4057,0
3513,3,8079,8079,6,18934,18934,1,4877,4877,3,10353,1265,1
41122,3,19712,19712,3,28229,8834,3,19684,11084,3,20541,20541,0
73916,3,23943,23943,2,7590,6713,0,1428,1428,5,18610,18610,0
17662,4,18950,16364,6,24823,24823,0,4586,3842,1,7542,2556,1
44465,4,16890,16890,3,25188,7433,1,19660,2686,6,14437,14437,0
7925,1,13141,4794,6,14351,11825,2,9407,1396,0,13908,5847,1
22077,3,597,597,5,14400,14400,0,9957,8263,1,1993,1415,1
18871,0,6780,6780,4,20861,20861,0,14783,7672,0,568,568,1
7600,2,1966,1966,5,16736,5183,2,3296,1058,2,3277,3277,1
28910,5,21270,21270,2,28261,3964,3,7838,7838,11,20801,11786,0
35715,2,13875,13875,5,29933,29933,0,8762,8762,1,6513,5339,1
64219,4,13139,13139,2,23387,7025,1,16253,16253,7,5047,5047,0
44937,5,5686,5686,3,8120,324,3,19699,9030,1,19794,1742,1
18770,1,18539,1078,3,10162,10162,0,5083,1398,2,17889,5068,1
20822,3,19565,19565,2,5059,5059,3,17753,16613,13,19687,19687,0
26529,3,24564,16344,2,20675,9788,2,5626,5626,8,6020,6020,0
43644,2,14788,14788,6,4835,4835,1,8223,721,0,16900,1670,1
32935,5,10503,10503,2,7037,5058,2,13201,6700,3,7121,7121,0
50274,4,12956,12956,2,11980,4590,2,5176,5176,11,8159,8159,0
52130,5,23468,20093,3,6630,5999,2,17946,7221,9,28353,7184,0
75920,3,5807,5807,1,7880,1819,4,7540,7540,15,26683,6386,1
28197,5,13964,13964,2,9136,9136,3,18438,8328,2,5775,5775,0
47476,4,29772,20177,3,6201,6201,3,8073,5557,6,25556,22477,0
5234,0,2362,2362,6,6426,6426,2,14488,1845,2,19849,7873,1
21365,0,11925,11925,5,24709,24709,1,317,317,0,8601,8534,1
15019,2,10687,7528,5,13373,13373,1,6344,4455,3,14622,8140,1
68310,0,568,568,1,25310,1733,0,45,45,0,18696,18696,0
24025,3,21098,18526,2,17305,9903,2,6805,6805,12,28212,5017,0
17240,2,7422,7422,3,14072,14072,1,4428,4428,2,4107,4107,1
30381,3,10537,10537,4,17211,1888,0,16290,2763,2,3125,3125,1
12556,0,11992,5031,3,2188,1803,2,1761,1761,0,8292,8292,0
52635,1,20076,20076,5,25224,2985,1,3518,3518,15,5979,5979,0
275,2,27930,4972,6,7744,7570,1,7974,7974,4,5296,5296,0
26062,0,5118,5118,4,26685,26685,1,858,858,2,17313,4462,1
59498,5,16688,13000,2,21718,8226,1,6614,6614,8,15213,13337,0
47127,5,13172,13172,2,15702,4556,2,19206,12239,9,16976,11333,0
40212,3,561,561,4,26821,26821,0,4861,4861,2,364,364,1
861,3,29984,11864,2,1669,1669,3,2202,2202,2,5875,5875,1
41109,4,5051,5051,2,14543,3903,2,5856,5856,13,12545,12545,0
