TotalTime,PictureClicks,PictureTime,DescriptionClicks,DescriptionTime,ReviewClicks,ReviewTime,DwellingTime,Return
4289,4,3479,0,11377,0,3474,3479,1
69050,3,11203,1,18102,2,17492,10464,0
68602,4,25333,1,6318,13,24798,1309,0
8273,5,5909,3,10599,3,2943,10775,1
18294,4,547,1,11110,0,958,547,1
6815,2,5367,0,5030,3,5184,5367,1
43172,5,17094,3,7918,13,20240,10775,0
49086,4,26094,3,5335,8,13106,24414,0
22803,5,27814,2,10515,5,14480,10550,0
9980,3,16407,1,12333,3,2675,15904,1
43266,4,15741,1,3386,1,9844,15741,1
63429,5,29629,3,9174,10,5673,22810,0
39906,4,15955,3,18392,9,19613,8810,0
51202,3,9397,0,10426,0,13333,7993,0
33325,2,19696,0,1833,1,6983,17962,1
79609,3,22170,3,7158,11,20016,13884,0
39605,3,17673,1,16035,12,24445,17673,0
69836,5,2060,0,6938,5,27486,3524,1
26330,4,5674,3,16168,13,24055,5674,0
8267,2,8051,0,14223,1,3829,8051,1
21480,4,7571,0,12152,3,7741,2471,1
52830,3,9566,0,5180,0,15240,10775,1
34592,4,28300,1,15985,14,25320,14375,0
49687,1,2115,2,12784,14,16023,1696,1
77263,4,4537,0,2436,10,22991,5335,1
2915,4,13227,1,11467,8,6659,10018,0
24201,4,12100,2,8845,9,14815,12100,0
50998,4,9756,3,13121,2,22510,9756,0
6081,0,586,0,10925,0,27,586,1
73053,1,21550,3,18230,5,26138,10775,1
61693,4,10487,2,8769,4,28757,10487,0
47201,5,9749,1,16961,13,28611,9749,0
16828,0,15155,1,7348,1,13700,229,1
26118,4,24543,3,18048,11,8303,16790,0
32409,3,15117,0,13503,1,4910,5796,1
18088,3,18580,0,14389,3,4525,15501,1
24174,4,22020,2,19677,15,20796,22020,0
34759,0,2440,2,1774,3,1502,2440,1
51451,3,11488,1,5066,12,21257,8987,0
5329,3,13473,1,13030,3,13778,2757,1
19522,2,8226,0,14079,3,6944,8226,1
35705,2,4917,1,14176,3,12677,4917,1
60608,4,6665,1,16972,3,9951,6665,0
43749,3,26826,2,7943,7,4570,26826,0
23740,0,1122,2,14561,3,14712,1122,1
36963,4,26126,1,18055,7,9495,1911,1
64075,4,29249,2,5344,6,20933,15592,0
36781,2,4526,1,3507,2,6295,4526,1
55203,4,5628,3,14041,15,25507,5628,0
43550,4,22428,1,7427,10,28768,8983,0
63725,4,19228,2,8143,14,18424,19228,0
32801,0,9934,0,6154,3,2065,3767,1
13049,3,19609,2,9713,2,3688,13130,1
48786,3,20484,0,3801,13,4639,10775,0
40040,5,12131,2,18306,13,28203,6792,0
31804,2,11141,0,9949,1,4541,11083,1
31171,4,11289,3,14172,6,17627,11289,0
44180,3,13688,3,4441,10,22390,8286,0
18955,3,16255,1,7227,1,7254,13208,1
64830,5,8022,3,14898,5,18232,8022,0
37871,1,11997,2,127,0,9902,859,1
62012,3,21866,3,9590,5,28573,19455,0
68325,4,26856,2,5543,10,29157,10775,0
75307,4,22495,3,15583,11,14036,19590,0
21508,1,16625,0,14340,1,8542,7918,1
56487,5,11736,1,4461,6,5164,11736,0
54839,5,16427,3,16620,5,16689,11844,0
63326,4,25122,3,10856,4,22177,16476,0
76715,5,17735,3,4930,2,9041,10775,1
42426,3,26593,2,5879,7,6114,25349,0
34963,1,8044,1,356,1,14740,416,1
37478,4,25773,1,8588,13,15661,12822,0
58299,3,23611,3,11180,2,19702,14918,0
29985,2,10273,2,9003,11,24162,10775,0
22219,2,2315,0,1440,3,12427,2315,1
14658,0,10177,0,13031,2,2792,7781,1
70823,5,9532,3,15053,11,13973,9532,0
7165,2,10700,0,1780,2,7027,8145,1
16691,3,11031,1,10043,0,4889,4444,1
27085,3,17132,1,13855,3,3514,11245,1
41097,4,10973,1,13265,2,5539,9830,1
10006,0,2652,2,7110,2,7141,2652,1
43158,4,18398,1,8872,2,13272,17301,1
722,2,11309,3,1723,13,1552,5982,1
4384,3,4541,0,2017,3,14967,4541,1
20034,1,16206,2,6233,2,12592,5305,1
32097,1,3734,0,10415,1,6435,3734,1
16583,1,15897,1,1979,2,3885,3287,1
24934,2,8770,0,11270,3,3813,2439,1
11170,2,9821,1,14655,2,2784,9821,1
73559,4,12964,1,13936,6,23400,12964,0
72100,5,17029,2,10317,15,6541,6415,0
25816,4,13628,2,4272,13,11869,13628,0
26909,4,13638,2,4053,3,29246,10775,1
44906,3,9935,0,4934,0,5091,338,1
33686,3,23332,1,10621,5,22650,11479,0
22971,2,9756,1,4121,1,560,3800,1
64754,4,27094,2,10548,12,4247,7096,0
54881,3,26682,0,13809,2,8923,10775,0
11937,1,16355,0,1451,1,11654,7276,1
21838,4,3020,0,14134,3,7394,3020,1
70676,5,27004,3,10934,9,11267,12973,0
58734,5,20890,2,17641,14,16949,15609,0
66836,3,14476,2,11212,2,27009,14476,0
41565,0,14807,1,5613,2,4065,1120,1
5543,2,6249,2,8576,2,13946,2074,1
40435,3,6870,2,15710,13,4937,7371,0
29256,0,19495,1,11720,2,4173,8775,1
31626,2,13886,1,9404,3,5114,647,1
32639,5,17326,1,18777,2,22938,17326,0
30259,4,7086,0,12301,2,5042,7014,1
39301,0,10720,1,10664,0,2981,10720,1
27711,0,18388,2,10596,1,8365,11535,1
44540,3,4512,2,13798,2,9928,4512,1
44589,1,13309,1,5778,0,7100,3566,1
7881,4,13779,2,10461,0,4480,7390,1
6595,2,6515,2,2223,3,7866,3275,1
36694,4,18073,3,6851,14,9238,17541,0
65216,5,19419,2,14457,5,14611,19419,0
3641,0,17429,2,8924,3,12244,5346,1
36983,0,13397,1,8682,0,14716,13397,1
35016,5,2398,3,10114,0,1214,10775,0
64717,0,17868,1,11119,1,13909,5159,1
34956,4,19141,2,9908,14,14578,13265,0
28333,0,8085,0,7523,2,8203,8085,1
46019,1,2643,2,12266,5,20948,544,1
43598,3,15465,0,13392,0,523,5595,1
17468,2,14406,0,14926,0,8445,10277,1
16175,4,16078,0,9343,3,7337,15844,1
26381,4,15548,0,3280,0,2943,15548,1
43519,0,5335,2,11640,3,4492,5335,1
29414,3,3568,2,12964,1,14211,3568,1
53303,3,22788,2,9435,6,18062,22788,0
60812,5,18877,2,9555,3,23292,18877,0
25750,4,8058,1,1574,3,6347,7911,1
68975,3,9720,2,16171,2,26730,9720,0
28822,5,12664,2,19153,11,5055,10415,0
67699,3,5576,2,12242,7,11202,5576,0
26868,4,29411,2,18497,4,26815,14086,0
72884,4,25375,2,8479,9,26878,14863,0
38394,4,16019,0,2845,0,2195,10076,1
32542,0,12029,0,10363,2,9712,12029,1
32613,0,9347,2,2560,0,5494,9347,1
28665,5,18928,3,14320,10,13270,18928,0
24299,4,897,1,1932,0,20851,10775,0
66201,5,5558,1,13646,6,6059,5558,0
77383,3,26128,3,4808,7,24773,26128,0
35783,0,2938,1,2557,8,6031,1523,1
64042,5,22247,1,7652,8,27421,22247,0
50291,3,18042,1,5571,5,18260,7887,0
74532,5,17247,3,18795,2,29499,11895,0
36249,1,13415,0,900,3,13219,13415,1
32219,1,19584,1,13826,0,8283,6675,1
38202,4,2041,0,16578,11,14070,10775,0
34407,3,18893,1,6867,5,9931,18893,0
30024,4,28847,3,4123,14,4983,22393,0
44355,1,16610,2,240,3,7545,16610,1
35681,0,28612,2,17530,10,11314,10775,1
21278,1,13397,0,1862,0,10006,13397,1
79367,5,9326,2,14102,3,27882,9326,0
6400,2,19991,2,12442,1,4169,7462,1
41102,3,4485,2,8192,3,10212,4485,1
21047,4,7548,3,15277,13,28183,7548,0
1128,5,9300,2,18587,2,15187,10775,1
19627,2,15766,0,12246,1,4816,5268,1
57120,3,26423,1,6932,3,27386,23057,0
29321,3,15008,1,11948,3,7953,11871,1
50322,5,9302,1,16625,12,4849,9302,0
9596,1,25737,0,15998,4,10867,6165,1
5807,1,9732,1,2519,0,14276,9732,1
24318,1,4802,1,4314,1,8843,112,1
67777,2,7990,3,16817,12,26000,1760,1
33004,5,23350,2,5796,13,15065,23350,0
41605,3,15750,1,2139,0,5501,15402,1
9418,2,5225,1,10859,1,3479,2534,1
77966,5,5968,2,8484,8,8274,5968,0
63114,2,14782,0,2648,5,22310,7373,0
79670,3,16581,2,19260,13,25233,16581,0
37588,0,4433,2,13432,3,2745,4433,1
33848,5,18782,2,5971,15,23790,15034,0
53072,5,11640,0,10393,14,4258,10775,1
64847,5,14352,1,7441,5,14373,14352,0
16574,1,965,1,6192,6,20947,7048,0
19423,2,8448,1,14422,0,1587,8448,1
23975,3,15910,1,7986,2,11063,5436,1
73189,0,21906,1,17334,8,8457,10775,1
74328,2,23369,0,817,12,2198,8245,0
15851,3,3380,2,7595,3,8599,3380,1
21580,4,9035,2,13183,3,551,9035,1
27530,1,19598,0,1218,0,5990,10977,1
12365,4,9546,0,2318,3,13187,9546,1
50913,5,27805,1,11190,5,25660,26588,0
10167,4,2190,1,7483,0,443,647,1
26446,5,15153,1,15739,15,5459,15153,0
53518,5,13306,3,19233,3,18812,13306,0
72688,4,7254,3,15678,4,16664,7254,0
44733,5,16674,3,12572,5,5106,13606,0
41453,0,16762,1,8302,3,6521,9037,1
56900,4,22307,2,4238,12,9777,18396,0
16960,1,19086,1,3019,2,14190,3307,1
7637,0,7645,2,2431,0,3722,7645,1
24420,3,19064,0,2875,1,1328,11576,1
43739,0,8348,1,1577,1,4868,8348,1
77274,5,20836,2,11749,12,4829,20836,0
58594,1,6837,3,1170,4,21156,8809,0
64829,3,19803,3,4099,10,16490,16902,0
55325,4,24777,1,19720,9,18212,24777,0
44924,1,15355,2,14230,0,13332,15355,1
16381,2,3390,0,2766,4,20711,10775,1
40174,5,21145,3,18790,14,3970,3144,1
66151,5,9339,3,5718,13,20506,9339,0
14256,1,4071,1,9015,0,3537,2256,1
51571,3,25296,1,6555,12,27257,21989,0
13865,2,17299,2,10965,2,10008,1532,1
51581,4,5018,2,15069,9,26552,5018,0
20308,4,17556,0,14882,2,3598,15120,1
26050,3,18161,1,7500,3,4122,14763,1
50690,5,25258,1,10102,4,25277,5542,0
64214,5,23986,1,10607,2,15154,14909,0
44311,1,18997,2,8882,2,6184,8336,1
44768,3,744,1,9124,3,12995,744,1
14999,4,17198,1,3236,0,11740,703,1
9444,0,19177,2,14940,0,1900,4677,1
31033,2,5504,2,10802,0,5282,469,1
57016,3,11867,3,4807,11,7155,11867,0
4720,1,12450,0,7431,1,4222,9025,1
75118,4,12872,1,12182,12,27233,12872,0
6528,3,17768,2,2662,1,24012,10775,1
24755,3,21256,1,19682,9,19631,12571,0
34819,0,7489,1,6760,3,9644,7489,1
22262,3,12378,3,11604,9,16667,12378,0
32553,2,1645,2,7120,0,2849,972,1
10940,0,11958,1,6164,3,10742,11958,1
45964,2,29168,1,15516,3,29570,2784,0
6230,0,11424,0,1919,3,11058,10970,1
21941,4,1909,0,14417,0,12269,1909,1
34805,2,638,2,9568,0,11641,638,1
34606,3,10403,2,5303,0,12174,1839,1
11384,1,6507,0,2640,1,1583,1723,1
33211,1,17860,2,9292,3,882,8716,1
69289,5,10817,2,6585,7,10528,10817,0
70790,3,25970,3,5058,13,21666,25970,0
47173,3,7529,3,4850,4,10284,7529,0
64170,3,22090,0,8951,15,21647,10775,1
30170,2,10326,0,2575,2,14509,10326,1
32762,3,24710,3,10192,4,17506,19928,0
5877,4,898,1,3217,1,10099,898,1
41031,0,5109,0,12860,1,13602,5109,1
18378,4,16781,0,323,0,91,11749,1
36798,1,18259,1,1968,2,5446,14753,1
75175,5,3106,2,13618,1,8003,10775,0
21253,4,13302,2,3970,0,11337,13302,1
29956,4,16428,2,19796,9,9557,16428,0
30582,4,6348,2,5847,15,5747,6348,0
57900,3,6050,2,7763,3,4801,6050,0
6437,0,17370,3,4004,0,11221,6618,0
41816,4,25891,2,9246,6,9913,25844,0
10571,3,521,1,11192,2,7848,521,1
76978,3,12571,2,18378,9,19600,12571,0
78240,4,9248,3,18874,15,29388,9248,0
19627,2,10089,1,14420,3,5552,10089,1
70308,4,9617,3,14278,5,7299,8004,0
58150,4,19105,2,7774,7,21002,10938,0
70431,4,25582,3,8251,15,17991,25420,0
42070,1,11747,1,8613,3,5344,11747,1
40795,2,16295,0,35,2,265,16206,1
17470,0,14301,2,7952,2,12403,14301,1
34670,3,12135,1,12217,0,12161,6020,1
35140,0,18247,0,3792,1,1231,17113,1
19589,4,12382,2,5417,3,1584,12382,1
37381,3,5170,1,8634,12,21770,5170,0
14801,2,8266,2,5965,2,7062,8266,1
23113,4,5637,0,9266,2,13728,488,1
15209,4,22479,2,18929,8,19838,10775,0
72952,4,5259,3,4429,10,375,10775,0
20620,3,1646,2,3494,3,8530,1646,1
22865,2,664,0,10326,1,7452,664,1
20712,0,12070,0,6186,1,12863,12070,1
40383,4,23598,1,16091,8,22354,18744,0
30703,5,18093,3,15866,2,17750,18093,0
46335,5,18769,1,3871,5,10627,10775,0
31515,4,12178,3,4304,15,25757,5732,0
39496,4,4294,2,728,0,11783,4294,1
39954,0,24162,2,5385,12,28107,837,0
14012,4,12678,0,11001,1,8796,8999,1
43214,3,8526,2,6973,1,10411,4305,1
19269,4,26108,2,384,11,18880,7418,1
47629,3,24716,3,7735,5,10038,20892,0
64772,5,14749,1,6603,9,5020,14749,0
24637,5,7341,2,15780,11,27971,7341,0
39886,3,17526,2,3442,3,13664,11637,1
32260,0,4090,2,10064,0,12146,4090,1
22246,1,8578,1,11909,3,7493,8578,1
10702,3,10877,0,8047,1,4819,9195,1
46547,3,12259,2,19571,4,4196,10775,1
42723,3,3489,1,10284,0,6081,3489,1
46215,3,10643,3,18063,4,24452,10643,0
18076,2,4750,2,326,2,13576,4750,1
19132,1,16096,2,13581,3,11333,16096,1
72990,3,8696,1,19358,10,24119,8696,0
37691,3,20249,1,12922,14,13011,10775,0
31462,4,24904,2,7497,13,10426,16225,0
63926,5,21856,2,18904,3,22313,13328,0
23431,2,15509,1,3576,0,802,8465,1
47535,5,11606,2,9397,15,580,10775,1
20645,5,23921,3,8733,15,4477,9429,0
21630,3,7901,1,12458,9,5662,7901,0
48773,5,25629,2,11511,9,19842,5706,0
58406,5,28608,1,15814,10,9934,27379,0
16112,0,15233,1,5106,3,826,3306,1
20670,2,8689,1,16558,10,3771,10775,1
52923,4,25734,2,16765,4,8616,11147,0
38122,5,6153,2,15366,11,27646,10775,1
78715,3,13250,1,10038,3,20038,13250,0
3644,3,14388,2,5997,0,4237,14388,1
24978,5,29107,1,11917,11,26967,25965,0
59085,4,24172,2,18962,4,26603,5236,0
200,0,22489,2,11970,15,1002,10775,1
10282,4,18726,0,9859,3,7848,13709,1
55888,4,15518,1,18587,2,24492,13677,0
35794,1,13302,2,420,0,10719,3190,1
36599,4,19279,1,19615,10,13953,19279,0
19759,0,9698,0,14653,0,9552,9698,1
12123,1,10163,2,14860,0,3623,187,1
48379,5,27316,2,19364,14,29592,17812,0
21389,2,19344,0,2094,1,11790,6642,1
61979,4,17398,2,16165,11,14405,17398,0
48843,4,28522,3,6712,8,6974,21486,0
49265,4,14901,2,6634,9,28918,14901,0
27751,3,15952,0,2195,3,11610,2206,1
20470,0,4182,2,10205,3,5179,4182,1
70083,4,18437,2,16035,3,23211,18437,0
29607,3,552,1,12109,0,6206,552,1
23667,1,18755,1,8210,1,561,17920,1
14554,2,412,0,2758,3,10031,412,1
15943,2,4024,0,5499,1,8543,4024,1
10397,4,19207,1,4123,2,12132,4193,1
42051,2,10245,1,12989,3,5591,10245,1
71891,3,25238,2,16746,11,13601,11176,0
50558,5,5399,3,4092,13,23812,5399,0
72800,0,27761,3,12532,3,2793,10775,0
46046,4,7807,1,10592,15,11713,7807,0
14111,3,2378,2,13468,1,6839,2378,1
67038,3,28695,3,8145,4,14373,18577,0
31963,1,24471,1,169,9,19850,8845,1
20090,2,1901,2,8504,1,12469,1901,1
33748,1,19130,0,2123,5,3224,10775,1
32668,3,15002,1,5568,7,10568,13158,0
35301,5,7228,3,19329,10,27785,5327,0
7129,2,16695,2,8307,2,11666,14032,1
43854,0,12522,1,5412,0,14772,1266,1
23936,5,6070,3,4203,12,27098,6070,0
26234,2,3380,2,6563,1,5502,3380,1
25386,3,17731,1,18273,14,27346,17731,0
41946,4,20843,1,6524,11,8473,9235,0
7424,0,13162,0,8474,2,928,12926,1
9060,1,16743,0,8475,1,938,349,1
38250,4,12041,1,1542,12,682,10455,0
59147,5,6480,1,17453,10,19071,6480,0
23162,0,9496,2,988,2,14725,6954,1
25021,4,17025,3,12349,2,14777,17025,0
54833,2,3861,0,14211,6,7974,10775,0
74527,3,15146,3,16944,7,24284,15146,0
67076,4,19368,2,8471,4,18494,18345,0
34115,2,5823,0,13170,2,107,2677,1
64230,2,28956,1,17716,13,1215,10775,0
42908,2,2088,0,12747,0,5947,2088,1
24281,3,20328,1,14296,6,12073,19660,0
46077,3,27524,2,12463,10,19310,14915,0
38225,0,15714,1,7289,1,13524,1383,1
45575,3,24214,2,18400,5,8373,13915,0
29867,3,7573,1,18654,14,26211,7573,0
15802,3,5136,1,1789,6,1422,10775,1
13266,4,15850,2,5128,0,5915,15850,1
29822,5,19780,2,11684,15,17940,19780,0
19382,0,24392,3,114,7,6476,8665,1
63349,4,22324,2,10669,2,28455,16583,0
39542,2,27053,0,19641,2,21702,8309,1
15825,2,11140,2,9300,0,4260,389,1
39555,4,4425,1,13083,0,12043,4425,1
49372,1,580,1,15025,5,11388,8121,1
43863,3,27929,1,5258,7,9107,27764,0
73614,4,24285,2,13172,5,16139,7473,0
14506,1,21902,3,9938,4,2273,10775,0
44074,3,2487,1,4235,3,1128,2487,1
78082,5,21681,2,5770,15,23109,21681,0
18069,0,19011,2,3528,0,14166,12958,1
27987,2,18112,2,901,1,393,18112,1
40340,2,15520,1,3592,0,3039,5100,1
34898,2,19611,1,13309,3,12399,14641,1
43793,4,19815,2,3045,3,12149,4442,1
1545,1,22278,3,19028,5,29376,10775,1
38755,3,25305,2,13146,9,28456,22130,0
29667,3,13908,1,12720,0,9493,12249,1
11265,4,18279,1,11061,1,3683,15625,1
70099,3,29270,3,16999,6,14411,24230,0
24441,1,8235,1,7771,3,3852,8235,1
36387,5,8448,3,7169,10,13422,8448,0
25508,5,13712,2,6189,9,11594,13712,0
78465,3,25131,1,14274,6,28705,25131,0
51305,5,22287,2,14886,3,14657,22287,0
8751,0,8478,0,3782,0,733,4538,1
69248,4,16747,3,18244,15,10224,16747,0
7534,5,16203,3,2870,7,16028,10775,1
38029,5,24558,2,5670,13,5261,24558,0
5849,1,7258,0,1223,2,10944,6229,1
15430,0,3840,1,14865,0,6339,3840,1
57272,3,26726,3,6292,10,18764,18937,0
22869,0,12293,2,5414,0,10998,3693,1
27591,0,5392,0,15010,2,28440,10775,0
31200,3,7593,0,1678,2,2198,3647,1
14166,0,25592,1,11725,2,1313,2621,0
62523,4,11670,2,18022,6,26965,11670,0
17904,0,4085,0,13639,2,2690,4085,1
25974,3,16637,0,7071,4,16323,10775,0
31521,5,7178,3,11124,3,25461,5508,0
44152,4,11630,0,13617,2,184,5757,1
12884,2,12685,1,381,0,3985,5902,1
56345,3,25465,2,10863,2,25920,20853,0
70352,4,15122,2,11629,12,14856,11536,0
28603,0,27387,1,5431,1,21309,9571,0
42130,2,1320,1,7024,2,13211,1320,1
13631,0,14665,0,11748,2,8650,9384,1
45288,3,14201,2,10890,9,16015,11847,0
3674,4,18530,0,14412,3,9103,4334,1
22363,2,14442,0,4905,1,13430,4284,1
56810,1,22543,1,13260,7,6501,10775,1
67299,4,8960,2,11974,8,18989,8960,0
1242,0,12395,2,13321,15,12772,73,0
56024,0,11264,0,19628,14,25718,4234,1
69725,3,26106,2,15231,4,7933,12819,0
28678,1,4736,0,13587,1,5258,4736,1
42153,3,8789,0,2910,14,10965,10572,0
48692,3,17747,3,15574,14,7924,6613,0
72485,3,12421,1,11016,3,4235,12421,0
31008,2,11538,2,14783,1,7680,11538,1
52228,5,21975,3,6394,4,8737,9581,0
40081,2,8069,2,8373,3,6785,6970,1
41381,0,4868,2,9838,0,10991,4868,1
51372,3,26594,1,9186,14,21840,5875,0
34616,4,8538,2,4473,1,9049,306,1
5727,4,12567,1,5239,2,3743,7991,1
43671,3,27329,2,4028,7,24568,10775,0
77852,3,21069,3,6798,13,6262,12478,0
19366,4,16242,0,8946,2,13793,16242,1
55307,3,11182,3,15934,11,28690,11182,0
55584,4,5520,2,6521,9,17086,5520,0
14053,4,4082,2,14122,1,5856,754,1
11006,0,15855,2,8182,1,259,268,1
26016,4,25751,3,8848,15,24787,22315,0
68597,5,9413,1,4366,4,17193,9413,0
19346,2,17243,1,2429,2,14193,13676,1
69953,4,14437,2,9399,12,13449,14437,0
51450,5,11639,2,13977,2,22708,7558,0
71414,4,6274,3,6231,11,20049,6274,0
39037,3,28114,2,11753,9,13620,13564,0
52876,4,6599,3,13470,15,7007,6599,0
67173,3,7692,3,7107,10,23232,7692,0
27153,3,26646,1,11859,7,24019,19782,0
76671,3,5568,1,7431,7,5983,5568,0
49225,4,29951,2,11470,9,27738,25832,0
19442,4,29664,2,8212,4,7527,9596,1
13859,4,12833,0,1452,3,12614,12833,1
31450,4,25122,3,8721,15,28203,7189,0
43790,1,3382,2,14624,13,4636,9670,1
5020,2,8559,1,6593,1,4242,5123,1
36400,4,20333,1,11229,15,28979,20333,0
12355,1,14102,1,6370,3,6792,3391,1
28536,5,24651,3,18224,6,15274,7389,0
15272,2,1209,0,9523,3,14329,1209,1
51796,5,18001,2,12210,2,22483,18001,0
58132,4,9511,0,18668,1,8614,10775,1
43088,2,17687,0,11214,3,12566,16153,1
7297,2,11616,2,5586,1,8640,6041,1
7858,0,19206,1,8357,0,1213,6231,1
44017,3,15273,1,10536,13,7281,15273,0
44072,1,7693,2,7581,0,11626,7693,1
11670,2,16118,0,11996,0,8899,15629,1
41846,4,7914,1,6997,3,28313,7914,0
39113,1,9231,0,8782,3,383,9231,1
2791,5,10666,2,2180,10,24536,1531,1
20154,3,18607,2,6008,2,1602,15604,1
7606,0,12267,0,1196,2,7364,8251,1
40225,2,11793,0,11815,2,7448,547,1
32637,3,14336,2,16247,6,4850,14336,0
37631,5,9141,3,4857,13,7050,9141,0
35740,4,763,1,11118,3,14298,763,1
24403,5,12120,2,5208,5,13371,12120,0
42763,0,9676,0,9161,0,129,1496,1
8573,3,25355,3,6219,13,14723,10775,1
31914,3,5797,2,13911,2,15531,5797,0
30776,3,16024,1,12279,11,25129,16024,0
22147,5,17995,1,18211,4,10799,5574,1
44621,2,17214,0,5440,0,2921,12085,1
13868,0,9857,2,8535,2,2857,9857,1
35246,3,5130,3,9875,11,20779,5130,0
38774,0,18790,3,4509,9,26653,10275,0
12253,1,17647,2,7945,7,15301,10775,1
13038,3,3479,2,3189,0,14316,3479,1
68868,4,15278,1,15615,10,29779,6950,0
36349,3,13467,2,694,2,5262,7087,1
29127,5,20337,2,6245,14,23088,12876,0
7735,1,14961,2,8874,0,14167,6645,1
45215,5,15028,2,15928,8,23122,15028,0
44351,0,10404,1,12839,2,1337,6599,1
76146,3,20588,2,6192,3,11843,17073,0
29087,3,20440,2,15462,5,21887,14738,0
36342,1,765,2,7733,3,8330,765,1
21212,4,10426,1,9496,3,9590,9359,1
33925,3,7118,1,6283,7,21131,7118,0
9672,4,14147,0,14273,1,12150,1631,1
20021,3,28018,2,17806,14,10636,8106,0
49446,5,21891,1,15608,10,7542,7885,0
31487,5,29806,2,4910,4,6632,11591,0
26116,3,21691,2,5607,3,18949,21691,0
34534,4,7212,1,7348,7,15970,7212,0
67209,0,12044,0,13500,9,23101,10775,0
12507,2,18943,0,860,1,2339,88,1
27974,3,3393,0,1593,1,14953,3393,1
66772,4,22648,0,19536,13,13303,10775,1
42456,3,12769,0,9753,0,13590,5055,1
22768,3,12916,0,598,2,7296,293,1
59784,4,157,0,2433,1,20236,4416,0
33775,5,28743,1,17243,12,15133,6075,0
47263,4,25217,1,10553,6,23051,23576,0
74361,4,5646,3,8839,6,13625,5646,0
42205,4,16617,3,13853,9,18429,10704,0
52436,5,9371,2,6235,2,23737,9371,0
44387,3,25231,3,10788,5,23644,25231,0
31435,2,707,0,3529,0,7136,707,1
34249,4,26205,3,7197,13,29720,5891,0
14313,1,3955,2,12853,2,3185,3955,1
20404,4,17681,1,12047,2,11687,4130,1
20888,1,10456,0,11181,1,10315,10456,1
27850,3,9051,1,13165,1,5869,9051,1
73038,4,18666,3,8357,13,25050,16960,0
61098,5,18543,1,1357,10,24547,9134,0
44734,3,27267,2,14394,6,5543,23285,0
13493,0,7039,1,10179,0,8898,7039,1
72170,5,7306,3,12146,11,26802,5957,0
65247,3,27749,1,16719,10,22444,25122,0
3425,2,5969,1,7497,4,2012,10269,0
33778,3,9531,2,10843,10,28016,9531,0
26844,3,14879,1,8522,1,1898,11840,1
36374,4,8842,1,2228,1,11417,8842,1
65896,4,9108,2,18164,15,11933,9108,0
57082,5,12951,3,18592,2,9928,6148,0
43628,4,24808,1,4169,14,16947,10775,1
38440,4,10199,0,12895,2,1975,4249,1
17806,3,2144,0,4352,0,1499,2144,1
43261,0,15574,1,11294,10,18302,8318,1
33260,3,10023,1,3738,0,11955,3903,1
8777,2,6,0,11093,1,14407,6,1
50797,2,12290,2,17297,6,20005,10775,1
8980,0,14712,0,9917,14,22289,10775,0
73329,5,25592,2,14784,7,7271,10799,0
60740,4,5304,1,18103,10,13524,5304,0
75264,5,14910,2,9362,12,14633,14910,0
7079,4,28296,1,5036,7,9600,10775,0
14736,1,9430,0,15369,0,7857,691,1
46696,4,25803,1,8886,11,21835,7775,0
16706,3,3804,2,3937,1,2438,3804,1
23250,4,255,1,8217,1,5724,255,1
51844,5,9294,1,6764,4,25061,9294,0
33699,1,6218,1,14738,3,2982,6218,1
15912,2,7457,0,6732,1,10998,7457,1
73473,4,23009,1,8905,11,28254,5852,0
32456,4,760,2,2575,3,4519,760,1
20859,1,15178,0,1392,12,29644,10775,0
53371,2,189,3,14987,10,12476,10775,0
71841,3,8962,1,19371,3,15842,8177,0
66544,3,17350,2,12570,3,24736,17350,0
38594,0,9091,1,12897,1,10872,9091,1
18708,2,19994,2,10946,1,5420,16451,1
44479,3,10510,2,2224,0,1329,10510,1
7827,0,19167,0,141,0,11150,717,1
37035,1,8242,1,3582,11,6226,10775,1
19211,2,10786,1,277,1,2173,10786,1
70321,5,23614,3,11469,10,27652,8914,0
25301,3,9883,3,13074,3,22186,9883,0
72291,5,26437,3,15848,3,13250,10775,1
11880,1,8678,1,1913,2,6291,8678,1
76415,5,15427,1,4421,6,12996,15427,0
5110,5,27051,2,11200,5,28588,9445,0
35529,3,3097,2,590,0,5072,3097,1
34026,4,13329,3,18332,2,7272,13329,0
42181,2,365,2,9248,3,588,183,1
76515,4,13051,3,12000,15,13981,12067,0
42156,3,19348,1,14814,0,3695,16260,1
12898,1,8757,1,2792,1,3297,7289,1
49480,3,29428,2,4958,14,15774,22258,0
59058,3,19027,1,10815,5,13747,14490,0
6332,0,16185,0,11052,2,9641,1605,1
30249,5,29101,3,17530,13,14938,6156,0
23630,2,3400,1,11813,3,1285,3400,1
66610,4,25109,2,8998,4,18265,25109,0
19208,1,9850,2,5618,1,7889,9850,1
12385,0,13693,1,6875,3,4174,13693,1
79515,5,8522,2,15305,0,29828,10295,0
61897,4,20450,3,15626,6,8361,7113,0
20395,5,8186,2,14872,3,7981,8186,0
29310,3,1833,2,14626,2,13263,1833,1
27532,3,8083,0,5096,1,9695,8083,1
7102,3,18657,1,6995,1,12571,2538,1
61169,0,12491,0,19390,11,16286,3554,1
19081,0,2412,2,204,3,13490,2412,1
44964,1,18856,0,5869,2,5835,2327,1
26532,4,14745,2,3956,0,9433,14745,1
60713,3,28628,3,14836,11,16168,6645,0
7657,0,3630,0,6827,3,9751,1390,1
